# TESS Program G07092

Title: Discovery And Occurrence Rates Of Disintegrating Minor Planets Transiting White Dwarfs

PI: Becker, Juliette - University Of Wisconsin-Madison

Type: SMALL

Summary: Many white dwarfs have been found to have their surfaces "polluted" by remnant rocky bodies from their progenitors' planetary systems. These polluted white dwarfs are our best observational probe of exoplanet interior chemical compositions, which they can reveal with exquisite sensitivity. However, without a good understanding of the origins of white dwarf pollution, it is impossible to fully leverage the information about chemical compositions from the pollution on their surfaces. Observations by Kepler and TESS have begun illuminating the origins and process by which white dwarf pollution takes place by identifying transiting disintegrating minor planets on their way to polluting white dwarfs. Here for TESS Cycle 7, we propose the largest search to date to search for transiting debris ar


# Sector 084 targets observed (2 min: 299, 20 s: 71)
644748559,45.1384,51.3591,18.82,G07092;20SECONDTARGET
644752450,45.735,51.6845,18.47,G07092;20SECONDTARGET
644892462,44.2626,52.6916,18.61,G07092;20SECONDTARGET
645580388,46.4116,53.6246,18.99,G07092;20SECONDTARGET
645895095,41.352,51.2109,17.07,G07092;20SECONDTARGET
645915761,41.5204,51.8686,18.49,G07092;20SECONDTARGET
645930368,41.0567,52.4261,18.33,G07092;20SECONDTARGET
645970553,40.4599,53.1068,18.73,G07092;20SECONDTARGET
646068548,43.0165,55.059,18.36,G07092;20SECONDTARGET
646072182,43.126,55.2522,18.18,G07092;20SECONDTARGET
646141135,41.9879,56.298,17.24,G07092;20SECONDTARGET
646175612,40.5215,56.8364,17.34,G07092;20SECONDTARGET
646193235,44.9406,54.5638,18.86,G07092;20SECONDTARGET
646209771,45.7398,55.5334,18.04,G07092;20SECONDTARGET
646227977,43.8205,55.889,17.39,G07092;20SECONDTARGET
646334486,41.8588,57.2685,18.86,G07092;20SECONDTARGET
646832750,41.7444,58.8999,16.96,G07009;G07092;20SECONDTARGET
646841829,41.4435,59.4778,18.66,G07092;20SECONDTARGET
2020156441,337.8312,59.9125,17.32,G07092;20SECONDTARGET
2020486485,338.7942,62.0548,18.28,G07092;20SECONDTARGET
2021450868,333.8946,61.9568,17.27,G07092;20SECONDTARGET
2021557300,338.9035,63.3323,18.83,G07092;20SECONDTARGET
2021573520,339.5481,64.0004,17.33,G07092;20SECONDTARGET
2021586214,335.3431,63.4608,18.94,G07092;20SECONDTARGET
2021586819,335.681,63.6449,18.67,G07092;20SECONDTARGET
2021879725,339.3993,64.2926,18.48,G07092;20SECONDTARGET
2022586629,333.5576,65.5146,19.0,G07092;20SECONDTARGET
2023298607,338.4752,67.8812,17.91,G07092;20SECONDTARGET
2023382261,335.7945,69.4173,18.34,G07092;20SECONDTARGET
2023473420,339.7029,71.4269,18.57,G07092;20SECONDTARGET
2047257073,351.2522,57.8648,18.33,G07092;20SECONDTARGET
2047551491,347.7988,58.7899,18.15,G07092;20SECONDTARGET
2047589995,350.8148,60.1182,18.97,G07092;20SECONDTARGET
2047831749,352.1469,59.5677,17.34,G07092;20SECONDTARGET
2048435073,343.0017,60.3477,16.34,G07092;20SECONDTARGET
2048437943,343.9035,60.5516,18.98,G07092;20SECONDTARGET
2048672714,352.2846,61.986,17.43,G07092;20SECONDTARGET
2048877896,358.4901,64.2751,18.03,G07092;20SECONDTARGET
2049025806,356.9974,64.2262,17.29,G07092;20SECONDTARGET
2049034931,355.7055,64.2288,16.42,G07092;20SECONDTARGET
2049091667,355.855,65.1701,18.76,G07092;20SECONDTARGET
2049098680,358.539,65.3766,18.27,G07092;20SECONDTARGET
2049098682,358.5398,65.3773,17.39,G07092;20SECONDTARGET
2049276592,349.2059,63.2846,17.61,G07092;20SECONDTARGET
2049500487,345.2339,64.137,17.31,G07092;20SECONDTARGET
2049531271,347.3018,64.8978,18.7,G07092;20SECONDTARGET
2049603189,348.1149,66.2079,17.39,G07092;20SECONDTARGET
2049710324,353.652,65.5626,18.77,G07092;20SECONDTARGET
2049726639,356.7799,65.5738,17.09,G07092;20SECONDTARGET
2049796475,349.721,65.2843,17.28,G07092;20SECONDTARGET
2049886162,354.4654,66.713,18.74,G07092;20SECONDTARGET
2049903997,357.1768,67.5721,17.51,G07092;20SECONDTARGET
2050034344,341.1502,64.9444,18.81,G07092;20SECONDTARGET
2050048967,341.7128,65.0475,18.71,G07092;20SECONDTARGET
2050253649,346.9119,68.069,17.99,G07092;20SECONDTARGET
2050277302,343.7131,68.1868,17.68,G07092;20SECONDTARGET
2050311258,350.3351,67.2098,18.25,G07092;20SECONDTARGET
2050332617,353.0768,68.2967,18.0,G07092;20SECONDTARGET
2050333477,353.4278,68.4188,18.8,G07092;20SECONDTARGET
2050529944,350.3192,69.4315,17.29,G07092;20SECONDTARGET
2050694215,341.3006,68.6899,18.55,G07092;20SECONDTARGET
2050712389,343.0486,68.6546,18.01,G07092;20SECONDTARGET
2050727554,344.5366,68.9643,16.34,G07092;20SECONDTARGET
2050740019,345.1998,69.7166,18.75,G07092;20SECONDTARGET
2050781305,344.307,70.0985,18.22,G07092;20SECONDTARGET
2050790291,345.6424,70.5926,18.49,G07092;20SECONDTARGET
2050876961,348.1407,69.7722,18.99,G07092;20SECONDTARGET
269937578,351.0467,65.5148,16.41,G07092;20SECONDTARGET
270921300,353.6248,62.114,17.42,G07092;20SECONDTARGET
335811769,333.0371,61.4849,16.11,G07092;20SECONDTARGET
337463864,336.4633,63.9669,16.93,G07092;20SECONDTARGET
375785769,335.8906,68.6251,15.81,G07092;20SECONDTARGET
375979383,336.7315,66.9405,16.46,G07092;20SECONDTARGET
418707388,0.6088,63.963,16.43,G07092;20SECONDTARGET
422609145,348.8602,68.5232,15.86,G07092;20SECONDTARGET
434171462,342.6684,63.477,16.33,G07084;G07025;G07092;20SECONDTARGET
434272004,344.6492,64.5017,16.99,G07092;20SECONDTARGET
606892084,2.8349,65.5991,18.45,G07092;20SECONDTARGET
83518148,3.2281,65.5178,18.15,G07092;20SECONDTARGET
137263695,31.4417,73.4051,16.37,G07092;20SECONDTARGET
2050984556,355.0129,71.7859,18.94,G07092;20SECONDTARGET
2051088830,351.097,72.8167,18.95,G07092;20SECONDTARGET
2051096249,347.7548,72.2839,17.9,G07092;20SECONDTARGET
2051116419,351.7312,73.3171,18.88,G07092;20SECONDTARGET
2051132488,354.3543,73.1307,17.35,G07092;20SECONDTARGET
2051211697,342.1398,72.4698,17.6,G07092;20SECONDTARGET
2051213498,343.1983,72.6266,18.52,G07092;20SECONDTARGET
2051255382,342.2966,75.009,18.76,G07092;20SECONDTARGET
2051317484,353.2057,74.2056,18.62,G07092;20SECONDTARGET
2051395933,343.0882,74.9164,16.65,G07092;20SECONDTARGET
2051408123,346.4864,75.7315,17.05,G07092;20SECONDTARGET
2051447413,353.0253,76.925,18.12,G07092;20SECONDTARGET
2051450909,356.9851,77.1312,17.8,G07092;20SECONDTARGET
2051529890,359.4372,78.6701,17.47,G07092;20SECONDTARGET
2051546579,359.3847,79.2664,16.8,G07092;20SECONDTARGET
2051586877,352.7438,79.1237,17.04,G07092;20SECONDTARGET
2051643111,353.5166,80.5882,16.87,G07092;20SECONDTARGET
275139100,10.4562,73.3558,16.12,G07092;20SECONDTARGET
289379955,25.3441,77.1491,14.99,G07092;20SECONDTARGET
317473696,350.8692,72.919,16.17,G07092;20SECONDTARGET
407027929,1.6714,70.5367,16.47,G07092;20SECONDTARGET
427728982,352.0044,71.1347,16.37,G07092;20SECONDTARGET
427731197,352.1919,70.9925,17.11,G07092;20SECONDTARGET
428735918,7.6835,73.6274,15.68,G07092;20SECONDTARGET
468275079,6.2337,78.6729,16.96,G07092;20SECONDTARGET
468604087,16.7822,73.5564,16.63,G07092;20SECONDTARGET
608302923,1.1055,69.1077,18.95,G07092;20SECONDTARGET
608414795,6.9286,68.5831,18.42,G07092;20SECONDTARGET
608503042,6.937,69.874,18.43,G07092;20SECONDTARGET
608508707,9.0119,69.8736,18.65,G07092;20SECONDTARGET
608611229,6.2077,70.1301,18.16,G07092;20SECONDTARGET
608943202,15.9412,71.9731,18.27,G07092;20SECONDTARGET
609112487,8.1786,70.7165,17.13,G07092;20SECONDTARGET
609194817,11.858,73.0552,16.61,G07092;20SECONDTARGET
609251714,3.7481,71.7827,18.24,G07092;20SECONDTARGET
609291506,2.1173,72.4017,17.6,G07092;20SECONDTARGET
609416370,14.4756,73.4776,18.53,G07092;20SECONDTARGET
609423374,13.2127,73.6782,17.03,G07092;20SECONDTARGET
609439780,10.7959,74.0529,18.52,G07092;20SECONDTARGET
609501141,11.1162,75.2409,18.25,G07092;20SECONDTARGET
609522151,7.8694,74.4075,17.75,G07092;20SECONDTARGET
609552307,1.7006,75.3161,18.95,G07092;20SECONDTARGET
609695259,9.1514,77.3856,16.65,G07092;20SECONDTARGET
609707231,7.6371,78.0791,18.7,G07092;20SECONDTARGET
609709837,7.483,78.4907,16.34,G07092;20SECONDTARGET
609769729,16.2031,79.3795,18.95,G07092;20SECONDTARGET
609779659,18.3366,80.3577,17.08,G07092;20SECONDTARGET
609806112,9.0528,81.6466,18.93,G07092;20SECONDTARGET
629227181,21.8213,71.6543,17.89,G07092;20SECONDTARGET
629275376,24.8059,72.1457,18.26,G07092;20SECONDTARGET
629279736,24.6904,72.5242,17.24,G07092;20SECONDTARGET
629303360,23.6701,73.2617,17.88,G07092;20SECONDTARGET
629349460,20.4462,73.6206,18.35,G07092;20SECONDTARGET
629354049,22.4619,73.715,18.69,G07092;20SECONDTARGET
629360960,21.3052,73.9007,18.29,G07092;20SECONDTARGET
629611353,30.7191,74.6341,18.95,G07092;20SECONDTARGET
629682097,20.1581,76.1742,16.98,G07092;20SECONDTARGET
629709797,21.3299,77.4006,18.75,G07092;20SECONDTARGET
629782409,26.0751,77.999,17.9,G07092;20SECONDTARGET
629783097,26.8391,78.0762,17.85,G07092;20SECONDTARGET
1551784443,277.0699,79.9511,18.4,G07092;20SECONDTARGET
1551793002,277.2745,80.5386,18.53,G07092;20SECONDTARGET
1551797483,272.1344,81.3135,17.93,G07092;20SECONDTARGET
1551799959,277.6771,81.8301,18.88,G07092;20SECONDTARGET
1551802102,271.0035,82.3199,18.18,G07092;20SECONDTARGET
1551802681,278.4216,82.1685,18.34,G07092;20SECONDTARGET
1718315958,286.2639,79.4202,17.89,G07092;20SECONDTARGET
1718318847,283.8756,80.0725,18.38,G07092;20SECONDTARGET
1718320822,288.3847,80.5552,17.16,G07092;20SECONDTARGET
1718326918,288.0572,82.0639,18.81,G07092;20SECONDTARGET
1718331191,283.1806,81.101,18.62,G07092;20SECONDTARGET
1718342161,283.2095,83.4381,18.87,G07092;20SECONDTARGET
1884488768,296.6617,73.1153,18.77,G07092;20SECONDTARGET
1884517206,297.3318,74.0774,18.91,G07092;20SECONDTARGET
1884519939,296.0288,74.5107,18.55,G07092;20SECONDTARGET
1884524399,297.4539,74.8937,18.53,G07092;20SECONDTARGET
1884531096,294.4797,74.1591,17.82,G07036;G07092
1884552627,295.6829,76.3065,18.45,G07092;20SECONDTARGET
1884556291,296.6833,76.6411,17.44,G07036;G07092
1884556612,297.1257,76.8802,18.56,G07092;20SECONDTARGET
1884587175,299.5825,80.4915,18.97,G07092;20SECONDTARGET
1884599866,295.8304,80.363,17.61,G07036;G07092
1884605017,297.6337,81.2658,18.23,G07092;20SECONDTARGET
1884610498,290.8534,81.9274,17.37,G07036;G07092;20SECONDTARGET
1981558512,310.6279,73.781,18.47,G07092;20SECONDTARGET
1981570573,305.5746,74.5655,18.83,G07092;20SECONDTARGET
1981581297,315.9693,73.666,18.64,G07092;20SECONDTARGET
1981617462,313.4064,75.6542,18.93,G07092;20SECONDTARGET
1981649856,313.0431,77.4554,18.62,G07092;20SECONDTARGET
1981651202,319.6977,76.9835,18.1,G07092;20SECONDTARGET
1981665905,300.737,74.2736,17.16,G07092;20SECONDTARGET
1981686669,305.3158,75.9966,18.62,G07092;20SECONDTARGET
1981693427,307.5225,76.9229,17.36,G07092;20SECONDTARGET
1981699530,302.8351,77.1745,16.84,G07036;G07092;20SECONDTARGET
1981703052,303.1486,77.2731,18.55,G07092;20SECONDTARGET
1981710965,312.5309,77.6767,17.88,G07092;20SECONDTARGET
1981723991,309.8706,79.2375,17.87,G07092;20SECONDTARGET
1981734314,304.1491,78.9744,18.14,G07092;20SECONDTARGET
1981738917,307.2342,79.5246,18.18,G07092;20SECONDTARGET
1981741364,303.8691,79.9144,18.86,G07092;20SECONDTARGET
1981748243,315.4359,78.6993,18.85,G07092;20SECONDTARGET
1981752434,315.0535,79.6524,18.72,G07092;20SECONDTARGET
1981763143,312.2673,80.3058,18.67,G07092;20SECONDTARGET
1981779981,310.4011,80.9682,17.61,G07092;20SECONDTARGET
1981780115,311.6223,81.0349,18.96,G07092;20SECONDTARGET
1981790526,307.5731,81.9888,16.96,G07092;20SECONDTARGET
1981793487,315.3349,81.3798,18.64,G07092;20SECONDTARGET
1981821813,311.6782,83.797,18.84,G07092;20SECONDTARGET
1981829132,300.3608,84.7706,18.62,G07092;20SECONDTARGET
2023525664,334.3361,73.4468,17.41,G07092;20SECONDTARGET
2023684662,333.8047,74.3588,17.22,G07092;20SECONDTARGET
2023700364,330.3147,74.5494,17.8,G07092;20SECONDTARGET
2023735704,327.3804,74.4144,17.13,G07092;20SECONDTARGET
2023752159,326.7513,75.2068,18.53,G07092;20SECONDTARGET
2023759653,328.764,76.1694,16.84,G07092;20SECONDTARGET
2023782142,331.6708,76.8999,18.2,G07092;20SECONDTARGET
2023793375,339.2392,77.6862,17.73,G07092;20SECONDTARGET
2023804094,327.2069,76.6889,18.04,G07092;20SECONDTARGET
2023813906,325.7076,77.083,18.97,G07092;20SECONDTARGET
2023814021,326.2129,77.2436,17.94,G07092;20SECONDTARGET
2023820992,332.4754,77.5651,17.63,G07092;20SECONDTARGET
2023822325,328.6728,77.5567,18.44,G07092;20SECONDTARGET
2023832140,330.0921,77.9356,18.8,G07092;20SECONDTARGET
2023834856,327.2499,78.3133,16.73,G07092;20SECONDTARGET
2023848559,324.138,77.8893,18.55,G07092;20SECONDTARGET
2023908000,332.3198,81.0194,18.21,G07092;20SECONDTARGET
2023911783,338.6196,81.6101,18.76,G07092;20SECONDTARGET
2023920326,326.4331,80.776,17.22,G07092;20SECONDTARGET
2023927371,323.9792,81.6802,17.29,G07092;20SECONDTARGET
2023945273,326.1223,82.3287,18.4,G07092;20SECONDTARGET
2023945890,329.4755,82.4926,17.92,G07092;20SECONDTARGET
2023972770,337.6086,84.5902,18.74,G07092;20SECONDTARGET
2051572652,341.0777,78.5084,17.07,G07092;20SECONDTARGET
2051654758,346.3002,81.1881,18.95,G07092;20SECONDTARGET
2051656557,349.9821,81.6514,18.99,G07092;20SECONDTARGET
2051669202,343.0785,82.0908,18.45,G07092;20SECONDTARGET
2051670933,341.7626,82.6508,18.76,G07092;20SECONDTARGET
235901814,289.1994,80.7428,16.91,G07036;G07092;20SECONDTARGET
235928270,291.1331,79.5408,16.61,G07036;G07092;20SECONDTARGET
235942759,294.9823,83.8132,17.67,G07092;20SECONDTARGET
235995087,303.6433,80.3118,16.45,G07092;20SECONDTARGET
237223287,296.2535,73.2757,16.61,G07036;G07092;20SECONDTARGET
264026824,305.5828,83.5666,16.78,G07092;20SECONDTARGET
333870076,309.3078,74.1528,17.15,G07092;20SECONDTARGET
353505991,325.1501,77.656,18.04,G07092;20SECONDTARGET
461515717,338.3208,84.1374,16.22,G07092;20SECONDTARGET
470158312,333.4101,79.4965,16.95,G07092;20SECONDTARGET
470212961,343.6479,80.6648,16.17,G07092;20SECONDTARGET
1884382212,299.7883,70.1255,18.13,G07092;20SECONDTARGET
1884387900,298.7605,70.7158,17.83,G07036;G07092
1884390851,299.9031,71.5127,17.93,G07036;G07092
1980325849,318.8007,63.3269,17.4,G07092;20SECONDTARGET
1980328180,319.5863,63.5078,18.24,G07092;20SECONDTARGET
1980405986,311.4714,62.9472,18.58,G07092;20SECONDTARGET
1980467765,313.3997,64.5896,18.82,G07092;20SECONDTARGET
1980544689,318.6813,66.4228,18.21,G07092;20SECONDTARGET
1980571073,317.2524,67.2169,17.09,G07092;20SECONDTARGET
1980857419,306.0862,61.9767,18.85,G07092;20SECONDTARGET
1980903730,308.6664,62.9963,18.98,G07092;20SECONDTARGET
1980905596,309.5303,63.2455,16.77,G07092;20SECONDTARGET
1980954388,304.1477,63.7422,17.59,G07092;20SECONDTARGET
1980997714,305.2613,64.7857,18.21,G07092;20SECONDTARGET
1981010980,302.9232,65.1026,18.16,G07092;20SECONDTARGET
1981012863,302.6388,65.4816,18.98,G07092;20SECONDTARGET
1981019656,303.3546,65.7491,17.37,G07036;G07092;20SECONDTARGET
1981030197,309.3387,64.0376,18.05,G07092;20SECONDTARGET
1981102343,311.2915,66.3234,18.56,G07092;20SECONDTARGET
1981140374,307.5128,66.7179,16.64,G07092;20SECONDTARGET
1981151991,307.1733,67.0244,17.38,G07092;20SECONDTARGET
1981156263,306.2245,67.3517,16.96,G07092;20SECONDTARGET
1981180868,307.8714,68.3729,18.99,G07092;20SECONDTARGET
1981185422,309.837,68.626,18.24,G07092;20SECONDTARGET
1981228149,304.0215,67.0208,18.75,G07092;20SECONDTARGET
1981234909,304.3583,67.514,18.72,G07092;20SECONDTARGET
1981245575,300.9443,67.9258,17.31,G07092;20SECONDTARGET
1981263790,305.2079,69.2123,17.31,G07092;20SECONDTARGET
1981268715,305.948,69.4294,18.67,G07092;20SECONDTARGET
1981271779,303.9929,69.0459,18.98,G07092;20SECONDTARGET
1981288837,301.4594,69.5414,18.37,G07092;20SECONDTARGET
1981289817,300.0804,69.5995,17.22,G07036;G07092;20SECONDTARGET
1981294398,300.6485,70.0609,17.77,G07036;G07092;20SECONDTARGET
1981296069,301.3163,70.5131,18.36,G07092;20SECONDTARGET
1981304556,300.7873,71.0058,17.77,G07036;G07092
1981305832,301.3469,71.4085,18.25,G07092;20SECONDTARGET
1981371201,315.3212,69.3587,18.99,G07092;20SECONDTARGET
1981383213,318.1288,70.7275,17.1,G07092;20SECONDTARGET
1981393029,311.4024,69.0811,18.66,G07092;20SECONDTARGET
1981411005,310.4935,69.7089,18.95,G07092;20SECONDTARGET
1981432339,317.3514,70.8018,17.27,G07092;20SECONDTARGET
1981463186,319.8983,72.4015,16.83,G07092;20SECONDTARGET
1981468761,315.6746,72.3656,16.74,G07092;20SECONDTARGET
1981492664,306.3764,70.2785,18.15,G07092;20SECONDTARGET
1981499933,308.3185,71.3732,18.14,G07092;20SECONDTARGET
1981523490,310.9371,72.635,17.64,G07092;20SECONDTARGET
2022160506,327.7131,63.5019,18.55,G07092;20SECONDTARGET
2022226697,328.5297,64.4409,18.19,G07092;20SECONDTARGET
2022305729,320.5998,63.2011,18.8,G07092;20SECONDTARGET
2022675479,328.6696,65.2351,18.7,G07092;20SECONDTARGET
2022726007,330.4856,66.8604,18.2,G07092;20SECONDTARGET
2022964463,322.2157,66.8294,18.95,G07092;20SECONDTARGET
2022965456,322.3361,66.9718,17.26,G07092;20SECONDTARGET
2023008578,320.5222,67.9319,16.93,G07092;20SECONDTARGET
2023188578,323.9305,68.9613,18.55,G07092;20SECONDTARGET
2023196333,326.7369,69.5695,18.7,G07092;20SECONDTARGET
2023233562,328.3676,70.1928,18.68,G07092;20SECONDTARGET
2023253534,329.0246,71.1678,18.4,G07092;20SECONDTARGET
2023609622,322.7525,72.4614,17.51,G07092;20SECONDTARGET
256351952,322.8443,70.617,15.82,G07092;20SECONDTARGET
321545682,320.3881,67.4112,16.72,G07092;20SECONDTARGET
321547580,320.633,66.0117,15.9,G07092;20SECONDTARGET
388079618,318.4127,71.8169,15.99,G07092;20SECONDTARGET
390974895,318.3671,72.1378,15.97,G07092;20SECONDTARGET
403115718,303.3963,67.0424,17.22,G07092;20SECONDTARGET
417603153,319.4419,61.7145,16.73,G07092;20SECONDTARGET
422431231,319.3281,67.748,16.2,G07092;20SECONDTARGET
1551518237,278.284,62.2682,18.62,G07092;20SECONDTARGET
1551526216,275.7615,62.5691,17.93,G07036;G07092
1551533204,279.5677,62.8542,18.46,G07092;20SECONDTARGET
1551545374,276.0749,64.2238,18.11,G07092;20SECONDTARGET
1551564787,273.3585,64.2635,18.58,G07092;20SECONDTARGET
1551569465,273.7073,65.2658,18.65,G07092;20SECONDTARGET
1551578658,279.8869,64.1021,18.43,G07092;20SECONDTARGET
1551589054,275.4649,65.1753,17.88,G07092;20SECONDTARGET
1551604913,277.9011,66.6947,17.69,G07036;G07092
1551606954,277.0973,66.8739,16.62,G07036;G07092;20SECONDTARGET
1717554831,288.1216,57.1654,18.97,G07092;20SECONDTARGET
1717561372,288.4173,57.7191,18.98,G07092;20SECONDTARGET
1717562071,287.7337,57.7647,17.2,G07036;G07092;20SECONDTARGET
1717565346,287.399,58.0088,18.08,G07092;20SECONDTARGET
1717568119,287.2089,58.4351,18.72,G07092;20SECONDTARGET
1717573224,289.7181,58.6533,17.35,G07084;G07036;G07092;20SECONDTARGET
1717581552,287.631,58.8095,18.71,G07092;20SECONDTARGET
1717585166,289.2471,58.9933,16.86,G07036;G07092;20SECONDTARGET
1717587293,288.6922,59.5781,17.96,G07036;G07092
1717796812,284.5104,57.3465,17.52,G07092;20SECONDTARGET
1717843537,280.1583,59.8383,18.12,G07092;20SECONDTARGET
1717851687,286.6899,58.4253,17.7,G07036;G07092
1717862950,283.1846,59.0253,18.86,G07092;20SECONDTARGET
1717865735,284.5237,59.2034,17.93,G07036;G07092;20SECONDTARGET
1717873600,287.3091,59.5029,18.65,G07092;20SECONDTARGET
1717875293,286.2629,59.3538,17.66,G07092;20SECONDTARGET
1717882580,287.0297,60.6883,18.36,G07092;20SECONDTARGET
1717910345,281.3935,60.4908,17.56,G07036;G07092
1717914809,280.6934,60.5778,18.9,G07092;20SECONDTARGET
1717920125,282.9981,60.8291,18.58,G07092;20SECONDTARGET
1717920160,282.9726,60.86,17.18,G07036;G07092;20SECONDTARGET
1717957117,289.6876,62.7288,18.09,G07036;G07092
1717966148,288.2124,61.6533,18.71,G07092;20SECONDTARGET
1717966750,287.9556,61.7314,18.6,G07092;20SECONDTARGET
1717966873,287.8892,61.6962,17.61,G07036;G07092
1717971247,287.8265,62.276,18.92,G07092;20SECONDTARGET
1717972485,285.9277,61.2932,18.4,G07092;20SECONDTARGET
1717972663,285.8963,61.3547,18.06,G07092;20SECONDTARGET
1717993859,289.6104,62.9675,17.4,G07036;G07092;20SECONDTARGET
1718044002,284.787,64.8965,18.24,G07092;20SECONDTARGET
1718049585,282.3596,64.9699,17.67,G07036;G07092
1718054365,283.393,65.6005,17.34,G07036;G07092;20SECONDTARGET
1718070519,286.9446,64.6833,17.15,G07036;G07092;20SECONDTARGET
1718104730,284.6215,66.673,17.69,G07036;G07092
1718110442,282.1924,66.6288,18.39,G07092;20SECONDTARGET
1718124730,287.0981,67.8289,18.43,G07092;20SECONDTARGET
1718133691,285.1333,68.2455,18.18,G07036;G07092;20SECONDTARGET
1718150522,281.7678,68.5569,17.45,G07036;G07092
1718169907,286.3987,68.984,18.67,G07092;20SECONDTARGET
1883943045,299.692,60.5298,17.85,G07092;20SECONDTARGET
1883965950,298.4515,61.2404,18.7,G07092;20SECONDTARGET
1884046842,295.1894,60.4542,18.25,G07036;G07092
1884050600,295.6383,61.0462,18.57,G07092;20SECONDTARGET
1884075168,291.4015,59.5637,17.78,G07036;G07092;20SECONDTARGET
1884082205,291.3841,60.0339,18.85,G07092;20SECONDTARGET
1884083778,292.3703,60.2981,18.78,G07092;20SECONDTARGET
1884093175,292.5652,60.8099,17.36,G07092;20SECONDTARGET
1884113690,290.6043,62.1642,17.25,G07036;G07092;20SECONDTARGET
1884126807,297.2279,61.3743,18.38,G07092;20SECONDTARGET
1884157352,295.6998,62.4394,17.71,G07036;G07092;20SECONDTARGET
1884182754,299.2266,63.7443,18.06,G07036;G07092;20SECONDTARGET
1884196772,296.0995,63.8772,17.93,G07036;G07092;20SECONDTARGET
1884205861,296.9253,64.4584,17.97,G07036;G07092
1884209541,293.4822,62.4572,17.69,G07092;20SECONDTARGET
1884227789,291.4251,63.2951,17.63,G07036;G07092
1884239840,291.4095,64.548,17.92,G07036;G07092
1884256645,295.2051,65.3714,17.57,G07036;G07092
1884287147,298.0332,65.0187,18.95,G07092;20SECONDTARGET
1884318128,297.4323,65.9675,18.68,G07092;20SECONDTARGET
1884349064,299.5879,67.6743,16.6,G07036;G07092;20SECONDTARGET
1884370196,298.4133,68.8616,16.63,G07092;20SECONDTARGET
1884374242,297.6657,69.0049,17.65,G07036;G07092
1884375799,298.1922,69.3352,17.62,G07036;G07092
1884379914,296.6397,70.0174,18.62,G07092;20SECONDTARGET
1884383396,297.4022,70.0339,17.59,G07036;G07092;20SECONDTARGET
1884411374,291.0589,66.9686,18.11,G07092;20SECONDTARGET
1884418777,291.4291,68.0246,18.97,G07092;20SECONDTARGET
1884453917,294.0133,70.5828,18.9,G07092;20SECONDTARGET
1884461150,292.3932,70.8055,17.11,G07036;G07092;20SECONDTARGET
1884461673,293.8999,70.8427,18.54,G07092;20SECONDTARGET
1980761124,302.8442,60.84,18.89,G07092;20SECONDTARGET
1980762993,302.2881,60.934,18.12,G07092;20SECONDTARGET
1980800663,300.9538,61.2195,18.54,G07092;20SECONDTARGET
1980962304,301.5813,63.2466,17.12,G07092;20SECONDTARGET
229762574,281.2878,68.3762,15.72,G07036;G07092;20SECONDTARGET
229770890,282.1752,68.8785,17.12,G07036;G07009;G07092;20SECONDTARGET
229966905,289.5996,59.998,15.17,G07036;G07092;20SECONDTARGET
230029140,292.2239,61.0971,16.46,G07084;G07036;G07092;20SECONDTARGET
230396780,286.7045,61.1035,16.36,G07036;G07092;20SECONDTARGET
233528682,280.2552,61.3427,16.23,G07036;G07092;20SECONDTARGET
236870706,302.772,61.5451,15.61,G07092;20SECONDTARGET
236891720,303.5756,62.2386,17.06,G07092;20SECONDTARGET
256459794,299.095,64.2325,15.46,G07036;G07092;20SECONDTARGET
258775274,286.3166,68.1071,17.11,G07036;G07092;20SECONDTARGET
264172524,294.5821,69.1535,16.55,G07084;G07036;G07092;20SECONDTARGET
264218911,294.984,66.3181,17.18,G07036;G07092;20SECONDTARGET
383647463,278.8238,64.3557,16.8,G07036;G07092;20SECONDTARGET
383647517,278.752,64.4874,16.99,G07036;G07092;20SECONDTARGET
383673264,278.9382,63.2149,16.33,G07036;G07092;20SECONDTARGET
424461085,279.5316,60.3617,15.7,G07036;G07092;20SECONDTARGET
424699808,294.4411,59.0081,15.44,G07036;G07009;G07092;20SECONDTARGET
424699815,294.4346,59.0021,16.44,G07092;20SECONDTARGET
1201325735,248.7638,71.1595,18.58,G07092;20SECONDTARGET
1201328460,243.9284,70.9838,17.98,G07036;G07092;20SECONDTARGET
1201334119,248.2762,72.3626,18.53,G07092;20SECONDTARGET
1201336990,243.3939,72.0727,18.73,G07092;20SECONDTARGET
1201340337,243.412,72.4363,18.82,G07092;20SECONDTARGET
1201360406,248.0569,75.21,17.36,G07036;G07092;20SECONDTARGET
1201362287,246.5195,75.4508,18.22,G07092;20SECONDTARGET
1271290530,254.001,69.5785,17.42,G07036;G07092
1271298334,255.4988,71.3741,17.51,G07036;G07092
1271314855,258.1314,72.4475,16.92,G07036;G07092;20SECONDTARGET
1271315190,258.1046,72.5681,18.92,G07092;20SECONDTARGET
1271318147,250.2482,71.4492,16.81,G07036;G07092;20SECONDTARGET
1271321142,252.3178,72.4029,17.85,G07036;G07092
1271322213,253.674,72.9564,17.6,G07036;G07092
1271337174,254.3909,73.9851,18.88,G07092;20SECONDTARGET
1271341297,256.8671,74.7389,17.54,G07036;G07092
1271343578,258.0037,75.0898,18.72,G07092;20SECONDTARGET
1271352574,250.0742,76.2527,18.76,G07092;20SECONDTARGET
1271355422,253.8351,76.6034,17.58,G07036;G07092
1271355861,257.3462,76.3597,18.46,G07036;G07092
